County,Year,Total_Population,White Male,White Female,Black Male,Black Female,American Indian Male,American Indian Female,Asian Male,Asian Female,Native Hawaiian Male,Native Hawaiian Female,2+ Race Male,2+ Race Female,Not Hispanic Male,Not Hispanic Female,Hispanic Male,Hispanic Female
Humboldt County,2016,9253,4091,3757,92,56,286,292,127,109,21,15,187,220,4259,3922,545,527
Humboldt County,2016,7796,3513,3076,78,35,269,255,105,114,20,8,166,157,3684,3222,467,423
Humboldt County,2016,7215,3275,2889,61,22,217,216,90,130,14,6,137,158,3442,3105,352,316
Humboldt County,2016,7777,3397,3368,48,23,193,241,83,110,12,8,126,168,3578,3641,281,277
Humboldt County,2016,9312,3988,4224,64,40,203,270,76,106,10,10,145,176,4207,4528,279,298
Humboldt County,2016,9655,4252,4598,27,32,161,250,56,60,1,5,84,129,4347,4839,234,235
Humboldt County,2016,8981,4074,4215,31,15,148,163,58,66,6,5,84,116,4231,4437,170,143
Humboldt County,2016,5286,2361,2509,19,12,72,111,22,46,2,5,54,73,2465,2687,65,69
Humboldt County,2016,3534,1560,1684,15,8,54,75,28,36,2,2,29,41,1630,1786,58,60
Humboldt County,2016,2232,871,1181,6,3,42,51,12,21,1,0,17,27,910,1246,39,37
Humboldt County,2016,2757,924,1641,6,7,27,58,13,27,5,4,15,30,946,1730,44,37
Humboldt County,2017,136527,56913,57147,1143,768,4241,4466,1855,2005,230,211,3657,3891,59937,60662,8102,7826
Humboldt County,2017,7454,2888,2643,65,53,376,371,111,93,23,18,409,404,3079,2866,793,716
Humboldt County,2017,7194,2689,2674,50,46,371,345,131,106,15,23,406,338,2942,2844,720,688
Humboldt County,2017,7304,2818,2655,49,33,387,402,143,134,19,18,320,326,3005,2913,731,655
Humboldt County,2017,8972,3442,3433,100,90,343,340,177,198,11,10,393,435,3679,3677,787,829
Humboldt County,2017,12902,4923,5133,148,144,442,469,280,215,17,24,577,530,5424,5454,963,1061
Humboldt County,2017,9655,3945,3795,154,69,352,255,186,238,22,19,287,333,4093,3988,853,721
Humboldt County,2017,8635,3724,3425,105,54,289,278,136,154,25,24,218,203,3885,3531,612,607
Humboldt County,2017,9437,4139,3822,101,60,292,315,123,121,23,15,191,235,4338,4020,531,548
Humboldt County,2017,8105,3677,3176,82,46,270,264,105,119,20,9,161,176,3804,3336,511,454
Humboldt County,2017,7308,3306,2955,73,18,216,211,97,126,13,6,144,143,3471,3131,378,328
Humboldt County,2017,7457,3258,3188,49,26,193,229,79,118,12,11,123,171,3425,3456,289,287
Humboldt County,2017,8991,3847,4041,54,36,200,265,91,119,10,10,148,170,4060,4337,290,304
Humboldt County,2017,9524,4149,4557,36,40,163,248,52,60,4,7,78,130,4231,4789,251,253
Humboldt County,2017,8907,3973,4238,30,17,151,169,65,62,5,6,81,110,4138,4442,167,160
Humboldt County,2017,5980,2718,2811,17,14,77,117,23,55,3,3,58,84,2819,3002,77,82
Humboldt County,2017,3670,1593,1777,17,9,47,76,31,34,2,4,35,45,1659,1889,66,56
Humboldt County,2017,2295,918,1196,7,6,46,51,13,22,1,0,10,25,956,1265,39,35
Humboldt County,2017,2737,906,1628,6,7,26,61,12,31,5,4,18,33,929,1722,44,42
Humboldt County,2018,136373,56671,57022,1162,797,4189,4425,1877,2022,238,218,3776,3976,59714,60503,8199,7957
Humboldt County,2018,7251,2791,2554,64,56,337,323,118,96,23,21,431,437,2983,2806,781,681
Humboldt County,2018,7209,2716,2662,64,41,379,352,123,95,12,17,392,356,2972,2844,714,679
Humboldt County,2018,7394,2827,2680,43,39,380,395,138,140,24,22,369,337,3025,2941,756,672
Humboldt County,2018,8904,3423,3407,100,87,341,345,183,197,15,14,379,413,3661,3625,780,838
Humboldt County,2018,12667,4833,5052,139,144,406,457,273,197,17,24,583,542,5311,5334,940,1082
Humboldt County,2018,9823,3997,3822,157,79,379,272,191,223,18,15,316,354,4222,4019,836,746
Humboldt County,2018,8311,3509,3279,121,61,284,256,139,173,29,21,212,227,3641,3415,653,602
Humboldt County,2018,9464,4130,3805,101,56,291,338,127,142,19,20,209,226,4346,4035,531,552
Humboldt County,2018,8373,3773,3334,82,50,269,260,104,113,22,13,172,181,3874,3465,548,486
Humboldt County,2018,7417,3360,2986,68,23,225,215,96,124,13,6,153,148,3515,3152,400,350
Humboldt County,2018,7069,3096,3013,47,21,190,210,78,119,16,8,118,153,3259,3238,286,286
Humboldt County,2018,8788,3759,3925,53,43,201,260,98,120,9,11,142,167,3983,4219,279,307
Humboldt County,2018,9323,4057,4408,46,31,156,246,52,64,5,8,102,148,4148,4651,270,254
Humboldt County,2018,9062,3965,4383,28,23,155,181,73,62,4,7,75,106,4110,4567,190,195
Humboldt County,2018,6364,2897,3000,20,17,77,123,24,64,4,2,57,79,2998,3201,81,84
Humboldt County,2018,3844,1669,1871,14,11,49,78,30,34,2,5,35,46,1729,1988,70,57
Humboldt County,2018,2377,967,1220,10,9,37,53,17,26,1,0,15,22,1008,1289,39,41
Humboldt County,2018,2733,902,1621,5,6,33,61,13,33,5,4,16,34,929,1714,45,45
Imperial County,2013,176605,79818,78809,4359,1698,2212,2393,1964,1962,171,163,1537,1519,17937,13328,72124,73216
Imperial County,2013,14630,6960,6511,137,153,154,177,85,83,13,8,182,167,770,720,6761,6379
Imperial County,2013,13801,6165,6210,166,169,196,214,145,132,18,24,184,178,721,724,6153,6203
Imperial County,2013,13934,6513,6084,145,161,191,217,147,155,13,11,148,149,710,788,6447,5989
Imperial County,2013,14104,6614,6146,183,126,188,228,140,143,22,10,162,142,794,684,6515,6111
Imperial County,2013,14373,6891,5965,467,136,203,188,145,116,8,18,126,110,1204,622,6636,5911
Imperial County,2013,12652,6158,4990,571,114,154,154,132,132,17,16,99,115,1392,695,5739,4826
Imperial County,2013,12137,5651,4988,584,107,179,145,139,131,19,14,100,80,1464,639,5208,4826
Imperial County,2013,10819,4974,4516,538,105,124,139,106,144,9,9,69,86,1310,665,4510,4334
Imperial County,2013,10752,4693,4726,421,116,163,157,143,163,6,8,80,76,1340,736,4166,4510
Imperial County,2013,10755,4645,4913,366,78,137,159,156,131,3,10,78,79,1304,770,4081,4600
Imperial County,2013,10661,4649,4907,269,94,145,147,154,137,9,6,63,81,1405,1032,3884,4340
Imperial County,2013,9977,4226,4855,178,86,115,104,133,123,10,7,74,66,1316,1084,3420,4157
Imperial County,2013,7942,3426,3831,106,70,80,86,109,100,11,8,55,60,1161,1001,2626,3154
Imperial County,2013,6200,2625,3022,82,75,78,95,68,77,4,4,38,32,995,900,1900,2405
Imperial County,2013,4715,1944,2389,60,40,41,65,59,53,2,3,27,32,755,724,1378,1858
Imperial County,2013,3766,1581,1896,41,24,28,44,35,70,3,2,20,22,565,601,1143,1457
Imperial County,2013,2792,1135,1457,20,21,19,29,39,29,1,1,17,24,392,410,839,1151
Imperial County,2013,2595,968,1403,25,23,17,45,29,43,3,4,15,20,339,533,718,1005
Imperial County,2014,178233,80715,79568,4371,1702,2241,2384,1953,1913,174,169,1543,1500,17512,12938,73485,74298
Imperial County,2014,14979,7158,6770,131,138,135,143,85,67,13,8,174,157,762,713,6934,6570
Imperial County,2014,13952,6326,6212,172,180,196,206,131,122,15,19,196,177,699,704,6337,6212
Imperial County,2014,13905,6468,6126,145,158,193,212,127,146,18,17,138,157,674,728,6415,6088
Imperial County,2014,13912,6590,5997,192,134,185,229,144,137,19,7,147,131,778,656,6499,5979
Imperial County,2014,14441,6892,5992,474,131,201,189,145,129,14,20,136,118,1173,611,6689,5968
Imperial County,2014,13007,6388,5170,552,117,174,153,123,113,11,17,96,93,1351,641,5993,5022
Imperial County,2014,12317,5786,5027,578,101,182,151,144,134,16,18,98,82,1429,629,5375,4884
Imperial County,2014,10905,5027,4534,547,106,125,141,107,130,14,6,81,87,1308,661,4593,4343
Imperial County,2014,10597,4603,4670,424,108,168,162,138,153,5,11,83,72,1236,674,4185,4502
Imperial County,2014,10673,4648,4826,372,87,131,155,149,141,6,6,73,79,1295,733,4084,4561
Imperial County,2014,10600,4589,4897,271,94,152,150,153,136,6,10,62,80,1326,989,3907,4378
Imperial County,2014,10012,4229,4845,189,86,122,119,140,120,11,7,83,61,1264,1054,3510,4184
Imperial County,2014,8151,3480,3963,97,68,86,86,122,109,8,8,55,69,1163,966,2685,3337
Imperial County,2014,6535,2825,3136,83,72,78,95,75,83,7,5,39,37,1007,891,2100,2537
Imperial County,2014,4824,1938,2495,60,52,41,64,67,49,3,3,25,27,748,759,1386,1931
Imperial County,2014,3842,1604,1934,39,26,34,53,32,64,3,2,23,28,572,573,1163,1534
Imperial County,2014,2830,1143,1488,20,24,17,30,34,36,2,0,16,20,366,417,866,1181
Imperial County,2014,2751,1021,1486,25,20,21,46,37,44,3,5,18,25,361,539,764,1087
Imperial County,2015,179179,81186,80068,4409,1681,2235,2346,1958,1905,188,172,1542,1489,17199,12579,74319,75082
Imperial County,2015,15370,7325,7083,129,121,111,118,81,51,13,7,183,148,765,678,7077,6850
Imperial County,2015,13836,6347,6133,158,167,193,204,130,117,18,21,173,175,671,672,6348,6145
Imperial County,2015,13821,6373,6140,144,163,199,205,117,143,17,19,147,154,654,722,6343,6102
Imperial County,2015,13848,6574,5966,184,133,181,220,147,136,21,10,146,130,743,666,6510,5929
Imperial County,2015,14056,6677,5856,475,129,198,188,137,120,15,12,133,116,1144,556,6491,5865
Imperial County,2015,13439,6620,5310,570,125,182,151,122,124,16,18,98,103,1315,641,6293,5190
Imperial County,2015,12355,5856,4999,590,97,163,165,146,137,14,18,98,72,1428,623,5439,4865
Imperial County,2015,11112,5174,4569,546,101,152,133,118,131,14,10,86,78,1309,633,4781,4389
Imperial County,2015,10408,4496,4604,432,111,152,149,135,160,8,8,79,74,1207,645,4095,4461
Imperial County,2015,10632,4677,4744,387,83,140,157,139,139,6,6,74,80,1298,701,4125,4508
Imperial County,2015,10409,4455,4848,272,88,151,157,150,132,7,13,62,74,1199,916,3898,4396
Imperial County,2015,9961,4258,4761,185,90,128,113,141,129,11,7,72,66,1243,1020,3552,4146
Imperial County,2015,8442,3573,4139,107,72,84,93,126,112,7,7,55,67,1168,920,2784,3570
Imperial County,2015,6828,2944,3294,83,67,78,86,92,86,8,5,41,44,997,901,2249,2681
Imperial County,2015,4986,2022,2569,52,54,44,71,61,45,4,3,34,27,752,747,1465,2022
Imperial County,2015,3851,1560,1963,42,32,39,59,43,57,4,1,24,27,557,572,1155,1567
Imperial County,2015,2878,1162,1507,24,25,19,25,32,43,2,2,16,21,363,434,892,1189
Imperial County,2015,2947,1093,1583,29,23,21,52,41,43,3,5,21,33,386,532,822,1207
Imperial County,2016,180268,81888,80662,4360,1661,2196,2283,1952,1906,185,164,1523,1488,16750,12173,75354,75991
Imperial County,2016,15292,7256,7138,122,114,93,98,90,55,9,7,162,148,748,664,6984,6896
Imperial County,2016,14188,6595,6301,145,165,175,188,121,114,15,18,182,169,657,669,6576,6286
Imperial County,2016,13843,6357,6206,144,157,184,198,112,138,21,17,141,168,643,684,6316,6200
Imperial County,2016,13770,6542,5951,171,141,179,218,143,132,15,7,147,124,715,665,6482,5908
Imperial County,2016,13735,6545,5716,463,123,194,180,121,129,17,13,127,107,1067,534,6400,5734
Imperial County,2016,13754,6758,5478,587,123,189,147,138,105,11,19,101,98,1316,596,6468,5374
Imperial County,2016,12540,6057,4981,574,95,162,163,142,149,17,15,100,85,1393,620,5659,4868
Imperial County,2016,11369,5300,4708,539,100,157,122,122,138,16,10,87,70,1295,597,4926,4551
Imperial County,2016,10299,4508,4519,437,100,145,145,122,152,10,8,77,76,1126,606,4173,4394
Imperial County,2016,10494,4590,4721,367,97,137,158,138,132,5,7,68,74,1269,669,4036,4520
Imperial County,2016,10269,4453,4735,275,77,141,157,138,136,6,11,66,74,1108,813,3971,4377
Imperial County,2016,9889,4231,4701,189,86,133,118,146,132,14,8,61,70,1204,997,3570,4118
Imperial County,2016,8701,3672,4293,111,72,96,90,128,111,6,5,59,58,1132,898,2940,3731
Imperial County,2016,7114,3049,3438,86,70,74,90,108,84,9,6,47,53,996,912,2377,2829
Imperial County,2016,5123,2112,2601,55,58,46,75,56,46,5,4,33,32,764,717,1543,2099
Imperial County,2016,3899,1527,2037,41,33,42,57,50,54,4,2,25,27,541,574,1148,1636
Imperial County,2016,2971,1213,1523,27,24,23,28,37,57,2,2,16,19,394,465,924,1188
Imperial County,2016,3018,1123,1615,27,26,26,51,40,42,3,5,24,36,382,493,861,1282
Imperial County,2017,181574,82703,80805,4518,1697,2240,2280,1984,1927,196,150,1560,1514,16790,11972,76411,76401
Imperial County,2017,15071,7176,6939,112,134,88,119,98,63,12,12,162,156,726,651,6922,6772
Imperial County,2017,14469,6792,6447,142,154,180,172,106,98,17,7,190,164,697,652,6730,6390
Imperial County,2017,13915,6315,6286,143,150,199,203,131,139,21,20,146,162,641,684,6314,6276
Imperial County,2017,13514,6419,5860,162,141,184,196,135,123,13,8,139,134,674,650,6378,5812
Imperial County,2017,13529,6530,5506,504,123,179,181,120,124,18,9,124,111,1094,523,6381,5531
Imperial County,2017,14200,6990,5606,607,136,194,153,150,111,18,13,121,101,1361,581,6719,5539
Imperial County,2017,12680,6164,5002,617,102,145,161,145,134,15,13,84,98,1369,639,5801,4871
Imperial County,2017,11691,5457,4831,556,95,173,113,127,158,14,8,98,61,1337,582,5088,4684
Imperial County,2017,10353,4625,4415,461,90,144,153,123,161,13,10,80,78,1166,609,4280,4298
Imperial County,2017,10377,4526,4644,378,115,151,146,127,135,5,6,71,73,1231,644,4027,4475
Imperial County,2017,10129,4401,4638,284,79,143,159,132,137,5,11,68,72,1085,745,3948,4351
Imperial County,2017,9869,4224,4678,196,76,136,122,149,134,14,6,57,77,1181,970,3595,4123
Imperial County,2017,8911,3729,4402,121,77,100,96,139,115,6,6,64,56,1119,903,3040,3849
Imperial County,2017,7242,3137,3470,78,75,78,86,105,86,9,8,56,54,970,847,2493,2932
Imperial County,2017,5464,2247,2773,56,66,55,76,62,56,6,3,30,34,791,757,1665,2251
Imperial County,2017,4038,1577,2116,49,33,41,59,61,47,3,3,24,25,571,589,1184,1694
Imperial County,2017,2997,1222,1517,28,25,26,37,32,64,3,2,20,21,394,451,937,1215
Imperial County,2017,3125,1172,1675,24,26,24,48,42,42,4,5,26,37,383,495,909,1338
Imperial County,2018,181827,82823,80937,4397,1725,2251,2297,1966,1921,203,162,1595,1550,16323,11748,76912,76844
Imperial County,2018,14889,7049,6804,120,132,118,121,111,82,11,17,166,158,683,608,6892,6706
Imperial County,2018,14623,6995,6464,134,150,163,171,89,84,20,6,184,163,718,656,6867,6382
Imperial County,2018,13986,6298,6331,145,162,195,204,133,142,17,21,171,167,624,678,6335,6349
Imperial County,2018,13563,6426,5924,155,147,185,190,121,119,13,11,132,140,637,669,6395,5862
Imperial County,2018,13089,6297,5327,483,126,151,181,119,119,23,10,124,129,1037,535,6160,5357
Imperial County,2018,14215,6953,5665,587,134,198,159,152,112,17,11,127,100,1325,570,6709,5611
Imperial County,2018,12697,6223,4971,600,103,166,143,139,129,16,14,92,101,1316,614,5920,4847
Imperial County,2018,12001,5584,4967,553,106,166,133,132,164,17,10,99,70,1318,560,5233,4890
Imperial County,2018,10202,4653,4320,433,87,147,142,110,150,11,10,71,68,1125,598,4300,4179
Imperial County,2018,10128,4381,4550,362,103,149,155,125,139,8,8,75,73,1177,629,3923,4399
Imperial County,2018,9995,4367,4599,269,79,128,143,124,127,4,8,74,73,1030,687,3936,4342
Imperial County,2018,9798,4211,4610,188,88,136,133,151,136,12,7,51,75,1122,907,3627,4142
Imperial County,2018,9061,3781,4441,129,85,121,105,145,110,10,7,68,59,1087,906,3167,3901
Imperial County,2018,7332,3114,3579,74,65,78,89,106,102,8,8,55,54,933,841,2502,3056
Imperial County,2018,5780,2409,2889,62,70,61,85,69,54,7,4,35,35,833,736,1810,2401
Imperial County,2018,4222,1672,2197,54,36,38,54,67,48,3,3,25,25,596,606,1263,1757
Imperial County,2018,2996,1205,1538,25,23,28,44,25,60,3,2,22,21,384,441,924,1247
Imperial County,2018,3250,1205,1761,24,29,23,45,48,44,3,5,24,39,378,507,949,1416
Inyo County,2013,18360,7548,7437,104,49,1152,1222,119,140,18,9,266,296,7275,7263,1932,1890
Inyo County,2013,1089,379,382,8,3,129,97,5,4,3,0,35,44,334,327,225,203
Inyo County,2013,1046,394,373,3,5,105,98,7,5,0,1,31,24,326,278,214,228
Inyo County,2013,1031,414,366,5,6,87,87,11,4,1,1,30,19,354,293,194,190
Inyo County,2013,1095,404,402,6,8,95,95,9,2,3,1,34,36,390,356,161,188
Inyo County,2013,900,329,338,17,7,88,78,2,4,0,1,11,25,309,316,138,137
Inyo County,2013,924,372,333,12,1,70,86,4,9,1,0,22,14,343,326,138,117
Inyo County,2013,1084,432,401,11,8,95,96,7,6,2,0,16,10,406,389,157,132
Inyo County,2013,957,405,347,12,1,73,71,5,14,1,1,11,16,372,345,135,105
Inyo County,2013,971,402,388,5,1,62,68,7,11,1,0,14,12,375,346,116,134
Inyo County,2013,1028,409,437,9,2,52,68,8,10,2,1,10,20,376,439,114,99
Inyo County,2013,1474,649,625,3,3,69,70,12,17,0,2,9,15,635,624,107,108
Inyo County,2013,1616,702,686,5,1,69,88,9,20,2,0,14,20,730,737,71,78
Inyo County,2013,1409,643,614,3,1,46,59,11,11,2,0,7,12,659,649,53,48
Inyo County,2013,1139,529,474,4,0,50,50,6,9,0,1,4,12,549,497,44,49
Inyo County,2013,847,380,372,0,0,26,38,3,5,0,0,13,10,396,404,26,21
Inyo County,2013,652,297,309,0,1,13,22,2,3,0,0,2,3,294,314,20,24
Inyo County,2013,524,219,251,1,0,12,30,7,1,0,0,1,2,227,269,13,15
Inyo County,2013,574,189,339,0,1,11,21,4,5,0,0,2,2,200,354,6,14
Inyo County,2014,18320,7490,7409,112,56,1168,1220,130,147,18,8,273,289,7230,7188,1961,1941
Inyo County,2014,1095,376,384,7,5,129,92,7,6,2,0,38,49,327,330,232,206
Inyo County,2014,1056,391,394,5,2,100,96,5,2,1,1,35,24,326,288,211,231
Inyo County,2014,991,378,339,4,8,102,92,15,6,1,1,26,19,333,279,193,186
Inyo County,2014,1068,401,392,7,8,89,94,8,3,2,1,33,30,385,338,155,190
Inyo County,2014,879,313,330,12,8,91,72,5,4,1,0,16,27,299,301,139,140
Inyo County,2014,923,375,329,16,5,71,84,3,9,1,0,19,11,350,323,135,115
Inyo County,2014,1080,430,394,12,7,88,99,6,11,2,0,20,11,399,393,159,129
Inyo County,2014,997,413,364,15,1,79,79,10,17,1,1,8,9,395,369,131,102
Inyo County,2014,950,393,379,6,2,60,69,8,7,1,0,13,12,362,329,119,140
Inyo County,2014,1003,402,425,15,4,55,55,8,10,1,1,11,16,369,405,123,106
Inyo County,2014,1398,607,585,3,2,69,76,9,16,1,2,11,17,599,581,101,117
Inyo County,2014,1594,704,670,2,2,68,84,9,22,2,0,11,20,713,709,83,89
Inyo County,2014,1436,652,635,3,0,46,56,12,8,2,0,8,14,661,655,62,58
Inyo County,2014,1180,542,492,2,0,51,58,7,10,0,1,5,12,559,520,48,53
Inyo County,2014,895,394,399,2,0,31,36,4,6,0,0,14,9,419,423,26,27
Inyo County,2014,671,298,314,0,1,15,28,3,4,0,0,3,5,295,329,24,23
Inyo County,2014,525,233,248,1,0,8,26,7,0,0,0,1,1,239,258,11,17
Inyo County,2014,579,188,336,0,1,16,24,4,6,0,0,1,3,200,358,9,12
Inyo County,2015,18174,7402,7321,123,61,1162,1236,127,147,17,8,276,294,7158,7159,1949,1908
Inyo County,2015,1077,347,376,8,9,136,99,5,7,0,0,47,43,332,335,211,199
Inyo County,2015,1068,399,393,7,4,97,97,7,2,3,0,35,24,339,309,209,211
Inyo County,2015,957,365,317,2,5,107,90,11,8,0,1,27,24,313,261,199,184
Inyo County,2015,1053,415,364,10,9,80,95,11,4,2,2,30,31,393,309,155,196
Inyo County,2015,849,296,338,11,3,80,67,5,5,2,0,18,24,276,303,136,134
Inyo County,2015,882,359,311,15,10,70,75,5,7,1,0,10,19,331,307,129,115
Inyo County,2015,1084,410,405,17,7,86,103,8,8,1,0,28,11,399,417,151,117
Inyo County,2015,988,413,348,15,1,88,84,9,14,1,1,8,6,388,352,146,102
Inyo County,2015,927,372,362,7,1,65,74,8,12,1,0,11,14,351,329,113,134
Inyo County,2015,978,404,413,19,4,47,53,5,8,0,1,11,13,366,380,120,112
Inyo County,2015,1289,550,533,3,2,60,82,9,17,2,2,10,19,535,545,99,110
Inyo County,2015,1561,691,659,4,4,73,73,9,18,1,0,12,17,699,674,91,97
Inyo County,2015,1477,657,656,0,0,49,65,10,13,2,0,6,19,655,688,69,65
Inyo County,2015,1242,563,535,2,0,50,62,7,6,1,1,3,12,578,564,48,52
Inyo County,2015,924,416,403,2,0,34,37,4,8,0,0,12,8,440,427,28,29
Inyo County,2015,682,309,306,0,0,16,32,3,3,0,0,6,7,310,329,24,19
Inyo County,2015,555,238,277,1,1,7,21,6,2,0,0,1,1,241,283,12,19
Inyo County,2015,581,198,325,0,1,17,27,5,5,0,0,1,2,212,347,9,13
Inyo County,2016,17996,7317,7205,123,60,1168,1217,130,156,17,9,291,303,7083,7052,1963,1898
Inyo County,2016,1054,348,356,9,9,125,103,2,7,0,0,54,41,333,324,205,192
Inyo County,2016,1037,375,375,8,1,103,85,13,1,3,0,39,34,334,296,207,200
Inyo County,2016,968,368,325,6,7,102,96,8,9,0,1,22,24,312,266,194,196
Inyo County,2016,990,408,337,7,7,71,91,12,5,2,3,26,21,366,275,160,189
Inyo County,2016,847,307,306,11,5,89,64,6,5,2,0,23,29,293,272,145,137
Inyo County,2016,881,333,326,15,9,84,59,5,7,1,0,19,23,332,322,125,102
Inyo County,2016,1080,415,388,19,4,88,110,6,15,1,0,21,13,393,408,157,122
Inyo County,2016,1007,408,367,13,4,88,85,10,11,1,1,13,6,383,364,150,110
Inyo County,2016,911,373,339,8,1,66,73,11,14,0,0,12,14,353,317,117,124
Inyo County,2016,951,398,410,12,3,44,54,2,7,1,1,10,9,358,368,109,116
Inyo County,2016,1174,495,476,7,2,55,78,9,19,2,1,11,19,470,502,109,93
Inyo County,2016,1513,657,656,3,4,75,64,9,17,1,1,9,17,665,641,89,118
Inyo County,2016,1519,665,667,0,2,51,71,12,18,2,0,9,22,674,718,65,62
Inyo County,2016,1281,589,548,2,0,52,59,8,6,1,1,3,12,604,574,51,52
Inyo County,2016,919,412,410,2,0,33,39,2,7,0,0,7,7,425,431,31,32
Inyo County,2016,706,314,316,0,0,16,34,4,4,0,0,11,7,321,347,24,14
Inyo County,2016,539,237,266,0,1,10,18,4,0,0,0,1,2,238,265,14,22
Inyo County,2016,619,215,337,1,1,16,34,7,4,0,0,1,3,229,362,11,17
Inyo County,2017,17948,7308,7132,133,68,1162,1209,134,161,17,10,305,309,7030,6979,2029,1910
Inyo County,2017,1027,363,334,7,11,106,101,5,7,0,0,55,38,333,310,203,181
Inyo County,2017,1047,371,356,12,5,122,88,9,2,3,0,41,38,345,293,213,196
Inyo County,2017,995,366,349,5,8,99,98,8,9,0,1,25,27,301,285,202,207
Inyo County,2017,940,386,321,7,6,72,84,12,3,2,2,27,18,337,253,169,181
Inyo County,2017,852,310,288,11,4,92,69,8,7,2,1,25,35,295,269,153,135
Inyo County,2017,889,334,337,17,12,76,57,3,11,0,1,19,22,324,343,125,97
Inyo County,2017,1060,414,387,22,1,81,97,9,18,2,0,18,11,392,387,154,127
